app_id,app_title,review_id,review_publish_time,review_score,review_author_user_id,review_author_user_name,device,review_played_spent,up_rating_aspects,down_rating_aspects,review_content_raw_text,comments,review_up_votes,review_down_votes
223324,物华弥新,45790830,2025-07-24 13:53:42,1,590332604,无名客i,Vivo IQOO Neo9,,[],[],削签到福利和活动商店福利你是这个👎🏻，20的置换材料一次给2个你还是这个👎🏻，把主线福利算版本福利还是这个👎🏻，祝褒姒,,,
223324,物华弥新,45552974,2025-07-07 09:23:36,4,688045810,丹尼尔,Vivo Y55t,,"['gameplay', 'visual_music']",[],怎么说呢，我开服时候下的，也抽了许多角色，很好玩，各个方面都挺喜欢的，但是，是我的原因吗，删了一次后，号怎么没了？（在B站下的）其实也不只一次了，BA也是，开了个号，删了后，重新登回来，号也是没有了。这是怎么回事？,2.0,,
223324,物华弥新,44702185,2025-04-20 15:09:47,5,564785015,枝落,Android 设备,,"['operation', 'visual_music', 'gameplay']",[],挺好玩的啊 这分被人刷低的吧(￣(エ)￣),,,1.0
223324,物华弥新,43475258,2024-12-16 21:04:46,3,70355653,流星雨谷,Android 设备,,[],['visual_music'],"难得抢到内测资格，我一般都会非常认真去体验并写感想的
但当时（24年2月低）比较忙，而且这游戏不太对我胃口，明明UI画风特别美，立绘却怪怪的，我就只登录了前面几天
还是发个评价留作纪念吧（按平均分给的星）",,2.0,1.0
223324,物华弥新,42929067,2024-11-02 08:47:20,5,351852877,User351852877,HONOR Magic6 Pro,,"['visual_music', 'gameplay', 'operation']",[],"很喜欢，因为文物的原因关注的，虽然该游戏bug多，小厂运营，小问题很多
但是，我要夸它，我很害怕它活不下去，很喜欢雪景图和鸟尊
有点也有很多，比如抽卡概率高，皮肤可以免费换，养成轻松，大部分关卡可以挂机，而且免费送的抽数很多
加油啊物华弥新，活下去！",,9.0,2.0
223324,物华弥新,39662533,2024-02-28 13:28:08,4,55447302,裸奔的大猪蹄子,Vivo X80,13260.0,['visual_music'],"['operation', 'gameplay']","开服给的星低，后面越玩越喜欢，等到t型就退坑了，发现没改评价，给你改回来，希望你越来越好

欧非差距巨大，有人20发一个红，而我60发一个红还歪了……欧非不是问题，但是大部分人歪池子歪的很严重，我已经很久没见过，一个游戏的up池居然可以歪出三四个角色？？！！一般都是第一个歪了，第二个必定是up，你倒好，只能180抽井一个出来，牛逼👍而且测试就是双up，还是新角色双up😅
游戏ui挺好看的，除了好看什么也不是，红点到处都有，图标又小，点进去有时候都找不到红点在哪
主线剧情的ui真是堪忧，把回顾放在对话框的右上角，而且特别特别小，要么误触，要么死活点不开。主线配音有的角色有，有的角色没有，我不知道为什么……主线剧情也是写的乱七八糟，一会忘了记不起来，一会又突然想起来，，，，中间过渡的奇差无比。要么就忘了，有个角色告诉你所有事情 ；要么就被撞晕了，过一会自己全想起来，一笔带过一下。
怪物也不是一开始就有，而是第一章剧情快结束的时候突然就出现了，所以人都不知道世界上有这种怪物，主角就突然知道了他的名字叫“曲解”。为什么突然知道呢？剧情里大概写的是：有种熟悉的感觉，哦！我知道了，他叫“曲解”。到底谁写的文案啊……
体力消耗巨大，人物养成花费巨多，前期估计要花很长时间去做无聊又繁重的养成，导致耐心大大降低
战棋游戏，但是我总感觉做的有点差劲，但是说不上来哪里差，我个人很喜欢隔壁天地劫的玩法。这里有些职业的技能和移动真的很奇怪，给你一种很局促的感觉，我不是很懂战棋类，不知道有没有人可以说一下问题到底在哪。
啊——福利，我也不觉得福利好到哪里去，反正我就做完了第一章，抽了70发，一个歪了的红（哈哈，甚至没出几个金）
这游戏主线奖励和方舟很像，通过一个关卡给你一颗“源石”，好像可以换皮肤，不过我没细看，拿去抽卡了，毕竟是测试，也无所谓
礼包我没看，感觉不是很值的样子
很难受，期待了很久的游戏结果端出来一坨……
写的有点乱，大家将就看看吧，希望公测可以改的好一点",2.0,5.0,1.0
223324,物华弥新,39662956,2024-02-28 14:05:08,4,340971467,鹿,Android 设备,,[],[],"三测：第一天，算差点意思吧，后面体验再总结

公测：毒点基本都改了，比较听劝，福利不错，目前也就是刷武器词条比较折磨",,,1.0
223324,物华弥新,39657781,2024-02-28 05:09:39,4,23900364,Ivy,OPPO Find X6 Pro,,"['operation', 'visual_music', 'gameplay']",[],难度还可以再压一压，打到推荐等级了开自动过不去就很难受,,1.0,
223324,物华弥新,39655757,2024-02-28 03:06:54,5,7155569,摸鱼琉璃,Vivo V1955A,,"['gameplay', 'operation', 'visual_music']",[],好玩，,,,1.0
223324,物华弥新,40394555,2024-05-01 06:36:14,5,411989416,钟,Android 设备,,"['gameplay', 'operation', 'visual_music']",[],还不错挺好玩的，就是体力值有点恶心人，还有评分为啥这么低,,,1.0
223324,物华弥新,40372067,2024-04-29 11:03:13,5,559691114,杜俊伟,iPhone 12,,[],[],还是很好玩的，这分数被人刻意刷低了,,,1.0
223324,物华弥新,40360032,2024-04-28 07:06:29,2,552282535,Lzp,Huawei P60 Pro,,[],['gameplay'],没啥好玩的，很无聊，美术也容易看腻，感觉现在吹过头了，评分太高。,,1.0,3.0
223324,物华弥新,39657407,2024-02-28 04:39:47,2,40045878,井奕,红米K20 Pro,,['visual_music'],"['gameplay', 'operation']","2024.4.28
玩了一段时间，拿电脑模拟器玩的没时长，怎么说呢，不是很催我的点，而且也没想象中那么的科普，美工还行，剧情不太喜欢，总体来说差强人意吧。
-------------------------------分割线------------------------------
6，又显示获得测试资格，进去又不能进😅合着还要抢🙃",,1.0,1.0
223324,物华弥新,39655953,2024-02-28 03:16:34,3,389695424,Quilldren,Vivo Y53t,540.0,[],[],"哈哈哈，蹲点进去都不行，就只给我显示说网络不佳，我换了流量也一个样哈哈哈 骗下载呢吧😃我的确之前很期待，昨天拿到测试资格可把我激动的，都和好朋友分享喜悦去了，以为三年的等待终于有了结果，哈哈哈好吧是我多虑了，真得亏还看了一下得抢注哈哈哈……是我太天真了😃画风的确不错，但是你的操作实属🙈第一款真心期待的游戏这么搞是吧🙃哈哈哈我不说了，大部分人都有目共睹的🙃

二编，玩过几天就没玩了，唔……四五天左右吧，首先先夸一下，游戏爆率挺高的，之前大概有150抽在里面了，出了7，8个红吧，还有一个双红，变色变了两三次吧。但是，抽卡很容易歪。。。现在是出了4个up角色，没有大小保底的说法。只有说160抽可以自选up池其中一个up。常驻新手up池用的都是同一种抽卡道具，抽卡道具有两种，单抽一种十连一种。抽卡资源也有两种，每完美通过一个关卡就可以拿其中一个道具，三个关卡就基本上可以靠这个比较“贵”的资源换一抽。灰珀我没注意看，但是目前对于我来说资源是很够的了。
  不好的地方……唔，，，关卡耗时有点，，虽然可以扫荡。。。战中AI的操作也属实让人蚌埠住高血压。。。哦还有四子棋，让我觉得我是个，蠢货……😅",,11.0,
